x,zetaTime_1e-05,zetaRate_1e-05,zeta
-3.9258e+06,NaN,NaN,0.44767
-3.9063e+06,NaN,NaN,0.44647
-3.8867e+06,NaN,NaN,0.44555
-3.8672e+06,NaN,NaN,0.44486
-3.8477e+06,NaN,NaN,0.44434
-3.8281e+06,NaN,NaN,0.44396
-3.8086e+06,NaN,NaN,0.44368
-3.7891e+06,NaN,NaN,0.44348
-3.7695e+06,NaN,NaN,0.44334
-3.75e+06,NaN,NaN,0.44324
-3.7305e+06,NaN,NaN,0.44317
-3.7109e+06,NaN,NaN,0.44312
-3.6914e+06,NaN,NaN,0.44308
-3.6719e+06,NaN,NaN,0.44306
-3.6523e+06,NaN,NaN,0.44304
-3.6328e+06,NaN,NaN,0.44303
-3.6133e+06,NaN,NaN,0.44303
-3.5938e+06,NaN,NaN,0.44302
-3.5742e+06,NaN,NaN,0.44302
-3.5547e+06,NaN,NaN,0.44302
-3.5352e+06,NaN,NaN,0.44302
-3.5156e+06,NaN,NaN,0.44302
-3.4961e+06,NaN,NaN,0.44302
-3.4766e+06,NaN,NaN,0.44302
-3.457e+06,NaN,NaN,0.44302
-3.4375e+06,NaN,NaN,0.44302
-3.418e+06,NaN,NaN,0.44302
-3.3984e+06,NaN,NaN,0.44302
-3.3789e+06,NaN,NaN,0.44302
-3.3594e+06,NaN,NaN,0.44302
-3.3398e+06,NaN,NaN,0.44302
-3.3203e+06,NaN,NaN,0.44302
-3.3008e+06,NaN,NaN,0.44303
-3.2813e+06,NaN,NaN,0.44303
-3.2617e+06,NaN,NaN,0.44303
-3.2422e+06,NaN,NaN,0.44303
-3.2227e+06,NaN,NaN,0.44303
-3.2031e+06,NaN,NaN,0.44303
-3.1836e+06,NaN,NaN,0.44303
-3.1641e+06,NaN,NaN,0.44303
-3.1445e+06,NaN,NaN,0.44303
-3.125e+06,NaN,NaN,0.44303
-3.1055e+06,NaN,NaN,0.44303
-3.0859e+06,NaN,NaN,0.44303
-3.0664e+06,NaN,NaN,0.44303
